  -1.1000000000000001e+00	   6.0035655349597690e+00	   1.8890577760934153e+00	
  -1.0000000000000000e+00	   6.0999999999999996e+00	   2.1000000000000001e+00	
  -9.0000000000000002e-01	   6.1964344650402312e+00	   2.3142755572399176e+00	
  -8.0000000000000004e-01	   6.2890169943749470e+00	   2.4847378628920920e+00	
  -7.0000000000000007e-01	   6.3739904997395467e+00	   2.5743858605736625e+00	
  -6.0000000000000009e-01	   6.4477852522924728e+00	   2.5637702366500905e+00	
  -5.0000000000000000e-01	   6.5071067811865477e+00	   2.4538007830714048e+00	
  -4.0000000000000002e-01	   6.5490169943749477e+00	   2.2635296161747163e+00	
  -3.0000000000000004e-01	   6.5710065241883679e+00	   2.0239584974311713e+00	
  -2.0000000000000001e-01	   6.5710565162951537e+00	   1.7699347104980530e+00	
  -1.0000000000000001e-01	   6.5476883405951378e+00	   1.5324687025476644e+00	
   0.0000000000000000e+00	   6.5000000000000000e+00	   1.3333333333333333e+00	
   1.0000000000000001e-01	   6.4276883405951377e+00	   1.1828519729797899e+00	
   2.0000000000000001e-01	   6.3310565162951535e+00	   1.0807373575879389e+00	
   3.0000000000000004e-01	   6.2110065241883676e+00	   1.0190539026290291e+00	
   4.0000000000000002e-01	   6.0690169943749472e+00	   9.8603568090799443e-01	
   5.0000000000000000e-01	   5.9071067811865472e+00	   9.6960077543813561e-01	
   6.0000000000000009e-01	   5.7277852522924730e+00	   9.5981215619422755e-01	
   7.0000000000000007e-01	   5.5339904997395468e+00	   9.5003789951431483e-01	
   8.0000000000000004e-01	   5.3290169943749479e+00	   9.3698004003848590e-01	
   9.0000000000000002e-01	   5.1164344650402311e+00	   9.1997385292240230e-01	
   1.0000000000000000e+00	   4.9000000000000004e+00	   8.9999999999999991e-01	
   1.1000000000000001e+00	   4.6835655349597687e+00	   8.7875615667360174e-01	
   1.2000000000000002e+00	   4.4709830056250528e+00	   8.5798098309393933e-01	
   1.3000000000000000e+00	   4.2660095002604530e+00	   8.3907886973165424e-01	
   1.4000000000000001e+00	   4.0722147477075268e+00	   8.2299688521927361e-01	
   1.5000000000000000e+00	   3.8928932188134526e+00	   8.1026378746956107e-01	
   1.6000000000000001e+00	   3.7309830056250526e+00	   8.0110249245972143e-01	
   1.7000000000000002e+00	   3.5889934758116322e+00	   7.9555201499041861e-01	
   1.8000000000000000e+00	   3.4689434837048463e+00	   7.9356472618971441e-01	
   1.9000000000000001e+00	   3.3723116594048621e+00	   7.9506879640924299e-01	
   2.0000000000000000e+00	   3.2999999999999998e+00	   7.9999999999999993e-01	
   2.1000000000000001e+00	   3.2523116594048620e+00	   8.0831261225306883e-01	
   2.2000000000000002e+00	   3.2289434837048465e+00	   8.1997900851366323e-01	
   2.3000000000000003e+00	   3.2289934758116323e+00	   8.3498491689561494e-01	
   2.4000000000000004e+00	   3.2509830056250526e+00	   8.5332426009926632e-01	
   2.5000000000000000e+00	   3.2928932188134521e+00	   8.7499521488260767e-01	
   2.6000000000000001e+00	   3.3522147477075266e+00	   8.9999776256802588e-01	
   2.7000000000000002e+00	   3.4260095002604531e+00	   9.2833241612881101e-01	
   2.8000000000000003e+00	   3.5109830056250524e+00	   9.5999968522055401e-01	
   2.9000000000000004e+00	   3.6035655349597695e+00	   9.9499992337626897e-01	
   3.0000000000000000e+00	   3.7000000000000002e+00	   1.0333333333333334e+00	
   3.1000000000000001e+00	   3.7964344650402309e+00	   1.0750000154700645e+00	
   3.2000000000000002e+00	   3.8890169943749475e+00	   1.1200000128311043e+00	
   3.3000000000000003e+00	   3.9739904997395468e+00	   1.1683333408816949e+00	
   3.4000000000000004e+00	   4.0477852522924742e+00	   1.2200000037176215e+00	
   3.5000000000000000e+00	   4.1071067811865474e+00	   1.2750000016052276e+00	
   3.6000000000000001e+00	   4.1490169943749473e+00	   1.3333333339478519e+00	
   3.7000000000000002e+00	   4.1710065241883676e+00	   1.3950000002062490e+00	
   3.8000000000000003e+00	   4.1710565162951534e+00	   1.4600000000579525e+00	
   3.9000000000000004e+00	   4.1476883405951375e+00	   1.5283333333448827e+00	
   4.0000000000000000e+00	   4.0999999999999996e+00	   1.5999999999999999e+00	
   4.1000000000000005e+00	   4.0276883405951374e+00	   1.6749999999984375e+00	
   4.2000000000000002e+00	   3.9310565162951536e+00	   1.7533333333322718e+00	
   4.2999999999999998e+00	   3.8110065241883682e+00	   1.8349999999994884e+00	
   4.4000000000000004e+00	   3.6690169943749469e+00	   1.9199999999997939e+00	
   4.5000000000000000e+00	   3.5071067811865477e+00	   2.0083333333332609e+00	
   4.6000000000000005e+00	   3.3277852522924727e+00	   2.0999999999999774e+00	
   4.7000000000000002e+00	   3.1339904997395474e+00	   2.1949999999999941e+00	
   4.8000000000000007e+00	   2.9290169943749467e+00	   2.2933333333333321e+00	
   4.9000000000000004e+00	   2.7164344650402303e+00	   2.3950000000000000e+00	
   5.0000000000000000e+00	   2.5000000000000004e+00	   2.4999999999999991e+00	
