  -5.0000000000000000e+00	   8.5000000000000000e+00	   8.5000000000000000e+00	
  -4.9000000000000004e+00	   8.5964344650402307e+00	   8.2750000766237299e+00	
  -4.8000000000000007e+00	   8.6890169943749473e+00	   8.0533336481127797e+00	
  -4.7000000000000002e+00	   8.7739904997395470e+00	   7.8350009172045221e+00	
  -4.6000000000000005e+00	   8.8477852522924731e+00	   7.6200022374319740e+00	
  -4.5000000000000000e+00	   8.9071067811865472e+00	   7.4083381184507244e+00	
  -4.4000000000000004e+00	   8.9490169943749471e+00	   7.2000090732340674e+00	
  -4.2999999999999998e+00	   8.9710065241883683e+00	   6.9950150831043834e+00	
  -4.2000000000000002e+00	   8.9710565162951532e+00	   6.7933543248196697e+00	
  -4.1000000000000005e+00	   8.9476883405951391e+00	   6.5950207210802656e+00	
  -4.0000000000000000e+00	   8.9000000000000004e+00	   6.3999999999999995e+00	
  -3.9000000000000004e+00	   8.8276883405951381e+00	   6.2082645369240899e+00	
  -3.8000000000000003e+00	   8.7310565162951548e+00	   6.0197686071436189e+00	
  -3.7000000000000002e+00	   8.6110065241883689e+00	   5.8344479850095814e+00	
  -3.6000000000000001e+00	   8.4690169943749467e+00	   5.6522308408736119e+00	
  -3.5000000000000000e+00	   8.3071067811865476e+00	   5.4730695458637717e+00	
  -3.4000000000000004e+00	   8.1277852522924743e+00	   5.2970031147807264e+00	
  -3.3000000000000003e+00	   7.9339904997395472e+00	   5.1242544636016794e+00	
  -3.2000000000000002e+00	   7.7290169943749474e+00	   4.9553523502393944e+00	
  -3.1000000000000001e+00	   7.5164344650402306e+00	   4.7912438433263986e+00	
  -3.0000000000000000e+00	   7.2999999999999998e+00	   4.6333333333333329e+00	
  -2.9000000000000004e+00	   7.0835655349597699e+00	   4.4833594804109316e+00	
  -2.8000000000000003e+00	   6.8709830056250532e+00	   4.3430199599615147e+00	
  -2.7000000000000002e+00	   6.6660095002604534e+00	   4.2132954338190185e+00	
  -2.6000000000000001e+00	   6.4722147477075271e+00	   4.0935211771391051e+00	
  -2.5000000000000000e+00	   6.2928932188134521e+00	   3.9803992245618645e+00	
  -2.4000000000000004e+00	   6.1309830056250529e+00	   3.8672976524253393e+00	
  -2.3000000000000003e+00	   5.9889934758116325e+00	   3.7442794307043039e+00	
  -2.2000000000000002e+00	   5.8689434837048466e+00	   3.5992626424120617e+00	
  -2.1000000000000001e+00	   5.7723116594048625e+00	   3.4204813603535431e+00	
  -2.0000000000000000e+00	   5.7000000000000002e+00	   3.2000000000000002e+00	
  -1.9000000000000001e+00	   5.6523116594048624e+00	   2.9375312974523355e+00	
  -1.8000000000000000e+00	   5.6289434837048464e+00	   2.6433986228352802e+00	
  -1.7000000000000002e+00	   5.6289934758116322e+00	   2.3393748359021620e+00	
  -1.6000000000000001e+00	   5.6509830056250525e+00	   2.0564703838252836e+00	
  -1.5000000000000000e+00	   5.6928932188134524e+00	   1.8295325502619284e+00	
  -1.4000000000000001e+00	   5.7522147477075274e+00	   1.6895630966832427e+00	
  -1.3000000000000000e+00	   5.8260095002604535e+00	   1.6556141394263379e+00	
  -1.2000000000000002e+00	   5.9109830056250523e+00	   1.7285954704412412e+00	
